year,ticker,canonical_stock_id,valid_from,valid_to,source_name,source_url
2020,CDW,NASDAQ100:CDW,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CEG,NASDAQ100:CEG,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CERN,NASDAQ100:CERN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CHKP,NASDAQ100:CHKP,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CHTR,NASDAQ100:CHTR,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CMCSA,NASDAQ100:CMCSA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,COST,NASDAQ100:COST,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CPRT,NASDAQ100:CPRT,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CRWD,NASDAQ100:CRWD,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CSCO,NASDAQ100:CSCO,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CSX,NASDAQ100:CSX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CTAS,NASDAQ100:CTAS,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,CTSH,NASDAQ100:CTSH,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,DLTR,NASDAQ100:DLTR,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,DOCU,NASDAQ100:DOCU,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,DXCM,NASDAQ100:DXCM,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,EA,NASDAQ100:EA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,EBAY,NASDAQ100:EBAY,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ENPH,NASDAQ100:ENPH,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,EXC,NASDAQ100:EXC,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,FAST,NASDAQ100:FAST,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,FOX,NASDAQ100:FOX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,FOXA,NASDAQ100:FOXA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,GEHC,NASDAQ100:GEHC,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,GILD,NASDAQ100:GILD,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,GOOG,NASDAQ100:GOOG,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,GOOGL,NASDAQ100:GOOGL,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,HON,NASDAQ100:HON,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,IDXX,NASDAQ100:IDXX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ILMN,NASDAQ100:ILMN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,INCY,NASDAQ100:INCY,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,INTC,NASDAQ100:INTC,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,INTU,NASDAQ100:INTU,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ISRG,NASDAQ100:ISRG,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,JD,NASDAQ100:JD,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,KDP,NASDAQ100:KDP,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,KHC,NASDAQ100:KHC,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,KLAC,NASDAQ100:KLAC,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,LRCX,NASDAQ100:LRCX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,LULU,NASDAQ100:LULU,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MAR,NASDAQ100:MAR,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MCHP,NASDAQ100:MCHP,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MDLZ,NASDAQ100:MDLZ,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MELI,NASDAQ100:MELI,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,META,NASDAQ100:META,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MNST,NASDAQ100:MNST,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MRNA,NASDAQ100:MRNA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MRVL,NASDAQ100:MRVL,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MSFT,NASDAQ100:MSFT,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MTCH,NASDAQ100:MTCH,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,MU,NASDAQ100:MU,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,NFLX,NASDAQ100:NFLX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,NTES,NASDAQ100:NTES,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,NVDA,NASDAQ100:NVDA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,NXPI,NASDAQ100:NXPI,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ODFL,NASDAQ100:ODFL,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ON,NASDAQ100:ON,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ORLY,NASDAQ100:ORLY,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,PAYX,NASDAQ100:PAYX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,PCAR,NASDAQ100:PCAR,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,PDD,NASDAQ100:PDD,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,PEP,NASDAQ100:PEP,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,PYPL,NASDAQ100:PYPL,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,QCOM,NASDAQ100:QCOM,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,REGN,NASDAQ100:REGN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ROST,NASDAQ100:ROST,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SBUX,NASDAQ100:SBUX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SGEN,NASDAQ100:SGEN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SIRI,NASDAQ100:SIRI,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SNPS,NASDAQ100:SNPS,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SPLK,NASDAQ100:SPLK,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,SWKS,NASDAQ100:SWKS,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TCOM,NASDAQ100:TCOM,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TEAM,NASDAQ100:TEAM,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TMUS,NASDAQ100:TMUS,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TSLA,NASDAQ100:TSLA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TTD,NASDAQ100:TTD,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,TXN,NASDAQ100:TXN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,VRSK,NASDAQ100:VRSK,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,VRSN,NASDAQ100:VRSN,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,VRTX,NASDAQ100:VRTX,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,WBA,NASDAQ100:WBA,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,WDAY,NASDAQ100:WDAY,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,XEL,NASDAQ100:XEL,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2020,ZM,NASDAQ100:ZM,2020-01-01,2020-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AAPL,NASDAQ100:AAPL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ABNB,NASDAQ100:ABNB,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ADBE,NASDAQ100:ADBE,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ADI,NASDAQ100:ADI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ADP,NASDAQ100:ADP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ADSK,NASDAQ100:ADSK,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AEP,NASDAQ100:AEP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ALGN,NASDAQ100:ALGN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AMAT,NASDAQ100:AMAT,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AMD,NASDAQ100:AMD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AMGN,NASDAQ100:AMGN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AMZN,NASDAQ100:AMZN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ANSS,NASDAQ100:ANSS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ASML,NASDAQ100:ASML,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AVGO,NASDAQ100:AVGO,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,AZN,NASDAQ100:AZN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,BIDU,NASDAQ100:BIDU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,BIIB,NASDAQ100:BIIB,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,BKNG,NASDAQ100:BKNG,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CDNS,NASDAQ100:CDNS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CEG,NASDAQ100:CEG,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CHTR,NASDAQ100:CHTR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CMCSA,NASDAQ100:CMCSA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,COST,NASDAQ100:COST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CPRT,NASDAQ100:CPRT,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CRWD,NASDAQ100:CRWD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CSCO,NASDAQ100:CSCO,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CSX,NASDAQ100:CSX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CTAS,NASDAQ100:CTAS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,CTSH,NASDAQ100:CTSH,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,DDOG,NASDAQ100:DDOG,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,DLTR,NASDAQ100:DLTR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,DOCU,NASDAQ100:DOCU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,DXCM,NASDAQ100:DXCM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,EA,NASDAQ100:EA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,EBAY,NASDAQ100:EBAY,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ENPH,NASDAQ100:ENPH,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,EXC,NASDAQ100:EXC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,FAST,NASDAQ100:FAST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,FTNT,NASDAQ100:FTNT,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,GEHC,NASDAQ100:GEHC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,GILD,NASDAQ100:GILD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,GOOG,NASDAQ100:GOOG,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,GOOGL,NASDAQ100:GOOGL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,HON,NASDAQ100:HON,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,IDXX,NASDAQ100:IDXX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ILMN,NASDAQ100:ILMN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,INTC,NASDAQ100:INTC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,INTU,NASDAQ100:INTU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ISRG,NASDAQ100:ISRG,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,JD,NASDAQ100:JD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KDP,NASDAQ100:KDP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KHC,NASDAQ100:KHC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KLAC,NASDAQ100:KLAC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LCID,NASDAQ100:LCID,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LRCX,NASDAQ100:LRCX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LULU,NASDAQ100:LULU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MAR,NASDAQ100:MAR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MCHP,NASDAQ100:MCHP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MDLZ,NASDAQ100:MDLZ,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MELI,NASDAQ100:MELI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,META,NASDAQ100:META,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MNST,NASDAQ100:MNST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MRNA,NASDAQ100:MRNA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MRVL,NASDAQ100:MRVL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MSFT,NASDAQ100:MSFT,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MTCH,NASDAQ100:MTCH,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MU,NASDAQ100:MU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NFLX,NASDAQ100:NFLX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NTES,NASDAQ100:NTES,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NVDA,NASDAQ100:NVDA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NXPI,NASDAQ100:NXPI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ODFL,NASDAQ100:ODFL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ON,NASDAQ100:ON,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ORLY,NASDAQ100:ORLY,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PANW,NASDAQ100:PANW,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PAYX,NASDAQ100:PAYX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PCAR,NASDAQ100:PCAR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PDD,NASDAQ100:PDD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PEP,NASDAQ100:PEP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PYPL,NASDAQ100:PYPL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,QCOM,NASDAQ100:QCOM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,REGN,NASDAQ100:REGN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ROST,NASDAQ100:ROST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SBUX,NASDAQ100:SBUX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SGEN,NASDAQ100:SGEN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SIRI,NASDAQ100:SIRI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SNPS,NASDAQ100:SNPS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SPLK,NASDAQ100:SPLK,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SWKS,NASDAQ100:SWKS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TEAM,NASDAQ100:TEAM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TMUS,NASDAQ100:TMUS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TSLA,NASDAQ100:TSLA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TTD,NASDAQ100:TTD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TXN,NASDAQ100:TXN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRSK,NASDAQ100:VRSK,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRSN,NASDAQ100:VRSN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRTX,NASDAQ100:VRTX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,WBA,NASDAQ100:WBA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,WDAY,NASDAQ100:WDAY,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,XEL,NASDAQ100:XEL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ZM,NASDAQ100:ZM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ZS,NASDAQ100:ZS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AAPL,NASDAQ100:AAPL,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ABNB,NASDAQ100:ABNB,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ADBE,NASDAQ100:ADBE,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ADI,NASDAQ100:ADI,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ADP,NASDAQ100:ADP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ADSK,NASDAQ100:ADSK,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AEP,NASDAQ100:AEP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ALGN,NASDAQ100:ALGN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AMAT,NASDAQ100:AMAT,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AMD,NASDAQ100:AMD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AMGN,NASDAQ100:AMGN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AMZN,NASDAQ100:AMZN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ANSS,NASDAQ100:ANSS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,ASML,NASDAQ100:ASML,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AVGO,NASDAQ100:AVGO,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,AZN,NASDAQ100:AZN,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,BIIB,NASDAQ100:BIIB,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,BKNG,NASDAQ100:BKNG,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,BKR,NASDAQ100:BKR,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CDNS,NASDAQ100:CDNS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CEG,NASDAQ100:CEG,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CHTR,NASDAQ100:CHTR,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CMCSA,NASDAQ100:CMCSA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,COST,NASDAQ100:COST,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CPRT,NASDAQ100:CPRT,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CRWD,NASDAQ100:CRWD,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CSCO,NASDAQ100:CSCO,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CSGP,NASDAQ100:CSGP,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CSX,NASDAQ100:CSX,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CTAS,NASDAQ100:CTAS,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,CTSH,NASDAQ100:CTSH,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,DDOG,NASDAQ100:DDOG,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,DLTR,NASDAQ100:DLTR,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,DXCM,NASDAQ100:DXCM,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,EA,NASDAQ100:EA,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
2022,EBAY,NASDAQ100:EBAY,2022-01-01,2022-12-31,annual Nasdaq-100 constituent files supplied in exports,
