edge_id,source_canonical_stock_id,target_canonical_stock_id,source_ticker,target_ticker,relation_type,evidence_text,filing_form,filing_date,accepted_at,accession_number,primary_document,confidence,confidence_tier,source_weight,base_weight,snapshot_weight,valid_from,valid_to,directed,source_name,source_record_id,source_url,extraction_method,mapping_status,temporal_status,validation_status
8dc9a5541bc33a30e40d1c1d857c7401b2a331e23e465b4ed7bcf80fb69a0633,CMIN-US:AAPL,CMIN-US:GOOG,AAPL,GOOG,supplier,"Our advertisers typically advertise in multiple media, both online and offline.•Other online advertising platforms and networks, including Amazon, AppNexus, Criteo, and Facebook, that compete for advertisers that use AdWords, our primary auction-based advertising platform.•Providers of digital video services, such as Amazon, Facebook, Hulu, and Netflix.•Companies that design, manufacture, and market consumer electronics products, including businesses that have developed proprietary platforms.•Providers of enterprise cloud services, including Alibaba, Amazon, and Microsoft.•Digital assistant providers, such as Amazon, Apple, and Microsoft.Competing successfully in our advertising-related businesses depends heavily on our ability to deliver and distribute innovative products and technologies to the marketplace so that we can attract and retain:•Users, for whom other products and services are literally one click away, primarily on the basis of the relevance and usefulness of our search results and the features, availability, and ease of use of our products and services.•Advertisers, primarily based on our ability to generate sales leads, and ultimately customers, and to deliver their advertisements in an efficient and effective manner across a variety of distribution channels.5Table of ContentsAlphabet Inc.•Content providers, primarily based on the quality of our advertiser base, our ability to help these partners generate revenues from advertising, and the terms of our agreements with them.Intellectual PropertyWe rely on various intellectual property laws, confidentiality procedures and contractual provisions to protect our proprietary technology and our brand.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,1,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
388ecc404f4b74df6740cb37d3df0e4f8918ef75aa94db861458c0df7aab80fe,CMIN-US:BABA,CMIN-US:GOOG,BABA,GOOG,supplier,"Our advertisers typically advertise in multiple media, both online and offline.•Other online advertising platforms and networks, including Amazon, AppNexus, Criteo, and Facebook, that compete for advertisers that use AdWords, our primary auction-based advertising platform.•Providers of digital video services, such as Amazon, Facebook, Hulu, and Netflix.•Companies that design, manufacture, and market consumer electronics products, including businesses that have developed proprietary platforms.•Providers of enterprise cloud services, including Alibaba, Amazon, and Microsoft.•Digital assistant providers, such as Amazon, Apple, and Microsoft.Competing successfully in our advertising-related businesses depends heavily on our ability to deliver and distribute innovative products and technologies to the marketplace so that we can attract and retain:•Users, for whom other products and services are literally one click away, primarily on the basis of the relevance and usefulness of our search results and the features, availability, and ease of use of our products and services.•Advertisers, primarily based on our ability to generate sales leads, and ultimately customers, and to deliver their advertisements in an efficient and effective manner across a variety of distribution channels.5Table of ContentsAlphabet Inc.•Content providers, primarily based on the quality of our advertiser base, our ability to help these partners generate revenues from advertising, and the terms of our agreements with them.Intellectual PropertyWe rely on various intellectual property laws, confidentiality procedures and contractual provisions to protect our proprietary technology and our brand.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,1,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
009a384d551b20d4cfb8a20daf1f9d041b7a9cb88ba353ef19e80aa915b75add,CMIN-US:GOOG,CMIN-US:ABBV,GOOG,ABBV,strategic_partner,"In September 2014, AbbVie Inc. (AbbVie) and Calico announced a research and development collaboration agreement intended to help both companies discover, develop, and bring to market new therapies for patients with age-related diseases, including neurodegeneration and cancer.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,0,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
f84c45ad94972f5b0d0cfb28a8c171b8213dc313d24a81ff5e5328bddac8ba53,CMIN-US:GOOG,CMIN-US:ORCL,GOOG,ORCL,customer,"Our customers and partners may discontinue the use of our products, services, and technologies, as a result of injunctions or otherwise, which could result in loss of revenues and adversely impact our business.Oracle America, Inc. (Oracle) brought a copyright lawsuit against Google in the Northern District of California, alleging that Google's Android operating system infringes Oracle's copyrights related to certain Java application programming interfaces.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,1,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
c38f4baafa56c2d271ae60ea549befd03bcbbf5348d517374f8adc566a42ee1b,CMIN-US:MSFT,CMIN-US:GOOG,MSFT,GOOG,supplier,"Our advertisers typically advertise in multiple media, both online and offline.•Other online advertising platforms and networks, including Amazon, AppNexus, Criteo, and Facebook, that compete for advertisers that use AdWords, our primary auction-based advertising platform.•Providers of digital video services, such as Amazon, Facebook, Hulu, and Netflix.•Companies that design, manufacture, and market consumer electronics products, including businesses that have developed proprietary platforms.•Providers of enterprise cloud services, including Alibaba, Amazon, and Microsoft.•Digital assistant providers, such as Amazon, Apple, and Microsoft.Competing successfully in our advertising-related businesses depends heavily on our ability to deliver and distribute innovative products and technologies to the marketplace so that we can attract and retain:•Users, for whom other products and services are literally one click away, primarily on the basis of the relevance and usefulness of our search results and the features, availability, and ease of use of our products and services.•Advertisers, primarily based on our ability to generate sales leads, and ultimately customers, and to deliver their advertisements in an efficient and effective manner across a variety of distribution channels.5Table of ContentsAlphabet Inc.•Content providers, primarily based on the quality of our advertiser base, our ability to help these partners generate revenues from advertising, and the terms of our agreements with them.Intellectual PropertyWe rely on various intellectual property laws, confidentiality procedures and contractual provisions to protect our proprietary technology and our brand.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,1,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
ad112f9ec830b1cfa49f5d4ad4020b1398cf62c10197a46e3defb5d8ec337611,CMIN-US:NFLX,CMIN-US:GOOG,NFLX,GOOG,supplier,"Our advertisers typically advertise in multiple media, both online and offline.•Other online advertising platforms and networks, including Amazon, AppNexus, Criteo, and Facebook, that compete for advertisers that use AdWords, our primary auction-based advertising platform.•Providers of digital video services, such as Amazon, Facebook, Hulu, and Netflix.•Companies that design, manufacture, and market consumer electronics products, including businesses that have developed proprietary platforms.•Providers of enterprise cloud services, including Alibaba, Amazon, and Microsoft.•Digital assistant providers, such as Amazon, Apple, and Microsoft.Competing successfully in our advertising-related businesses depends heavily on our ability to deliver and distribute innovative products and technologies to the marketplace so that we can attract and retain:•Users, for whom other products and services are literally one click away, primarily on the basis of the relevance and usefulness of our search results and the features, availability, and ease of use of our products and services.•Advertisers, primarily based on our ability to generate sales leads, and ultimately customers, and to deliver their advertisements in an efficient and effective manner across a variety of distribution channels.5Table of ContentsAlphabet Inc.•Content providers, primarily based on the quality of our advertiser base, our ability to help these partners generate revenues from advertising, and the terms of our agreements with them.Intellectual PropertyWe rely on various intellectual property laws, confidentiality procedures and contractual provisions to protect our proprietary technology and our brand.",10-K,2018-02-06,2018-02-06T01:46:29.000Z,0001652044-18-000007,goog10-kq42017.htm,0.60,low,0.95,0.570000,0.002368,2018-02-06T01:46:29.000Z,,1,SEC EDGAR,0001652044-18-000007,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
eeb3e1cdefbf3fa64de03b145d6541f1e463b9ca83f57ce1a43196b2bdfb233b,CMIN-US:TMUS,CMIN-US:NFLX,TMUS,NFLX,customer,"Additionally, qualifying T-Mobile ONE customers on family plans can opt in for a standard monthly Netflix service plan at no additional cost.",10-K,2018-02-08,2018-02-08T11:15:41.000Z,0001283699-18-000011,tmus12312017form10-k.htm,0.60,low,0.95,0.570000,0.002386,2018-02-08T11:15:41.000Z,,1,SEC EDGAR,0001283699-18-000011,https://www.sec.gov/Archives/edgar/data/1283699/000128369918000011/tmus12312017form10-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
ee58ceffc51bf6599b8634d7bd9a654604022e3349b1fb06bb63d373b7835924,CMIN-US:TMUS,CMIN-US:NFLX,TMUS,NFLX,customer,"In addition, we introduced the Un-contract for T-Mobile ONE with the first-ever price guarantee on an unlimited 4G LTE plan which allows current T-Mobile ONE customers to keep their price for service until they decide to change it.•In September 2017, we introduced, Un-carrier Next: Netflix On Us, through an exclusive new partnership with Netflix where qualifying T-Mobile ONE customers on family plans can opt in for a standard monthly Netflix service plan at no additional cost.Our ability to acquire and retain branded customers is important to our business in the generation of revenues and we believe our Un-carrier strategy, along with ongoing network improvements, has been successful in attracting and retaining customers as evidenced by continued branded customer growth and improved branded postpaid phone and branded prepaid customer churn.25Table of Contents Year Ended December 31, 2017 Versus 2016 2016 Versus 2015(in thousands)2017 2016 2015# Change % Change # Change % ChangeNet customer additions Branded postpaid customers3,620 4,097 4,510 (477) (12)% (413) (9)%Branded prepaid customers855 2,508 1,315 (1,653) (66)% 1,193 91 %Total branded customers4,475 6,605 5,825 (2,130) (32)% 780 13 % Year Ended December 31, Bps Change 2017 Versus 2016 Bps Change 2016 Versus 20152017 2016 2015 Branded postpaid phone churn1.18% 1.30% 1.39% -12 bps -9 bpsBranded prepaid churn4.04% 3.88% 4.45% 16 bps -57 bpsOn September 1, 2016, we sold our marketing and distribution rights to certain existing T-Mobile co-branded customers to a current MVNO partner for nominal consideration (the “MVNO Transaction”).",10-K,2018-02-08,2018-02-08T11:15:41.000Z,0001283699-18-000011,tmus12312017form10-k.htm,0.60,low,0.95,0.570000,0.002386,2018-02-08T11:15:41.000Z,,1,SEC EDGAR,0001283699-18-000011,https://www.sec.gov/Archives/edgar/data/1283699/000128369918000011/tmus12312017form10-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
217b8bbfe38c138529e9a6fb80196950a66a43faa139e270e701edffd5c2dc3b,CMIN-US:PEP,CMIN-US:KO,PEP,KO,supplier,"However, The Coca-Cola Company has significant carbonated soft drink (CSD) share advantage in many markets outside the United States.Our beverage, food and snack products compete primarily on the basis of brand recognition and loyalty, taste, price, value, quality, product variety, innovation, distribution, advertising, marketing and promotional activity, packaging, convenience, service and the ability to anticipate and effectively respond to consumer preferences and trends, including increased consumer focus on health and wellness and the continued acceleration of e-commerce and other methods of distributing and purchasing products.",10-K,2018-02-13,2018-02-13T21:32:31.000Z,0000077476-18-000012,pepsico201710-k.htm,0.60,low,0.95,0.570000,0.002433,2018-02-13T21:32:31.000Z,,1,SEC EDGAR,0000077476-18-000012,https://www.sec.gov/Archives/edgar/data/77476/000007747618000012/pepsico201710-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
f16930c15414200ff56b8dfcd8aca327350bc4bece56f1b798bed7e126060765,CMIN-US:PEP,CMIN-US:WMT,PEP,WMT,customer,"In 2017, sales to Walmart Inc. (Walmart), including Sam’s Club (Sam’s), represented approximately 13% of our consolidated net revenue.",10-K,2018-02-13,2018-02-13T21:32:31.000Z,0000077476-18-000012,pepsico201710-k.htm,0.97,high,0.95,0.921500,0.003933,2018-02-13T21:32:31.000Z,,1,SEC EDGAR,0000077476-18-000012,https://www.sec.gov/Archives/edgar/data/77476/000007747618000012/pepsico201710-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,accepted
87990529611987d9e692b72fc6d7b3beeb993bc5ca03c0e1f72227bbd3d664e7,CMIN-US:PEP,CMIN-US:WMT,PEP,WMT,customer,"Our top five retail customers represented approximately 33% of our 2017 net revenue in North America, with Walmart (including 6Table of ContentsSam’s) representing approximately 19%.",10-K,2018-02-13,2018-02-13T21:32:31.000Z,0000077476-18-000012,pepsico201710-k.htm,0.60,low,0.95,0.570000,0.002433,2018-02-13T21:32:31.000Z,,1,SEC EDGAR,0000077476-18-000012,https://www.sec.gov/Archives/edgar/data/77476/000007747618000012/pepsico201710-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,candidate_review_required
f858ff0d3f9640cdf44e4248e76e76ac6f3a468fa7daa293482650bec6622ad6,CMIN-US:PEP,CMIN-US:WMT,PEP,WMT,customer,"87Table of ContentsWe are exposed to concentration of credit risk from our major customers, including Walmart.",10-K,2018-02-13,2018-02-13T21:32:31.000Z,0000077476-18-000012,pepsico201710-k.htm,0.92,high,0.95,0.874000,0.003730,2018-02-13T21:32:31.000Z,,1,SEC EDGAR,0000077476-18-000012,https://www.sec.gov/Archives/edgar/data/77476/000007747618000012/pepsico201710-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_universe_match,public_at_sec_acceptance,accepted
